verse_number,tantra,section,english_title
"973","Tantra Four","FOUR","Na Ma Si Va is Sakti Mantra"
"974","Tantra Four","FOUR","Lord Dances in the Five Letters"
"975","Tantra Four","FOUR","What ""Aum"" and ""Sivaya"" Stand For"
"976","Tantra Four","FOUR","Chant Om Na Ma Si Va"
"977","Tantra Four","FOUR","The Five Letters Can Control the Five Senses"
"978","Tantra Four","FOUR","Contemplate Si Va Ya"
"979","Tantra Four","FOUR","Si Va Ya Leads to Liberation"
"980","Tantra Four","FOUR","Five Letters are the Refuge"
"981","Tantra Four","FOUR","Aum Si Va Ya is Siva (as Form)"
"982","Tantra Four","FOUR","Chant Aum Si Va Ya Nama and Reach Lord"
"983","Tantra Four","FOUR","Chant Namasivaya and Vanquish Karmas; Chant Sivaya Nama and Be One With Sadasiva"
"984","Tantra Four","FOUR","Chanting ""Siva"" Takes You to Siva"
"985","Tantra Four","FOUR","Chant Aum and Win Senses"
"986","Tantra Four","FOUR","Aum Denotes Tattva Manifestations of Siva"
"987","Tantra Four","FOUR","Letter Six"
"988","Tantra Four","FOUR","Siva Chakra"
"989","Tantra Four","FOUR","Knowledge of Siva is Vast"
"990","Tantra Four","FOUR","Names of Siva"
"991","Tantra Four","FOUR","Mark and Chant"
"992","Tantra Four","FOUR","I Chanted Nama and Lord Appeared"
"993","Tantra Four","ARCHANA","Celestials Chant Lord's Name"
"994","Tantra Four","ARCHANA","Six Letters Aum are the Six Faiths and Savitri Mantra"
"995","Tantra Four","ARCHANA","Umapathi Chakra"
"996","Tantra Four","ARCHANA","Chant Om Na Ma Si Va Ya"
"997","Tantra Four","ARCHANA","Sthambana Chakra"
"998","Tantra Four","ARCHANA","Mohana Chakra"
"999","Tantra Four","ARCHANA","Uchchatana Chakra"
"1000","Tantra Four","ARCHANA","Marana Chakra"
"1001","Tantra Four","ARCHANA","Vasya Chakra"
"1002","Tantra Four","ARCHANA","Akarshana Chakra"
"1003","Tantra Four","ARCHANA","Flowers for Archana (Worship with Flowers)"
"1004","Tantra Four","ARCHANA","Fragrant Ingredients for Worship"
"1005","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Offer Oblations"
"1006","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Results of Worship"
"1007","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Constant Worship in Mansion of Mind"
"1008","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Kriya is Not Sought by Bhaktas, Yogis and Jnanis"
"1009","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Seek God the Jnana Way"
"1010","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Jnana Dispels Heart's Darkness"
"1011","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Jnana Alone Leads to Union in God"
"1012","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Where Om and Other Letters Rise"
"1013","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Be Rid of Na and Ma"
"1014","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Visions in the Seventh, Eighth, Eleventh and Twelfth Centers"
"1015","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","The Nine Sacrificial Pits are Blessed"
"1016","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Shapes of Sacrificial Pits"
"1017","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Pervasiveness of Kundalini Fire"
"1018","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Power of Sacrificial Fire"
"1019","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","The Sixteen Kalas are in the Sacred Fire"
"1020","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","The Glow of the Triangular Pit"
"1021","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Holy Effects of Sacrificial Fire"
"1022","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Sakti Affirms Sacredness of Sacrificial Fire"
"1023","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","With Fire in Pit Kundalini Fire Also Shot Forth"
"1024","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Sacrificial Fire Reaches Dancing Siva"
"1025","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Sacrificial Fire is Siva Himself"
"1026","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","God Kanda Arose Out of Lord's Fire"
"1027","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","When Lord is Visioned in Ajna (Eye-Brow Centre)"
"1028","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Lord is Light Divine"
"1029","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","The Hexagonal Sacrificial Pit Witthin"
"1030","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Form of Sacrificial God"
"1031","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","But He is Endless"
"1032","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Sacrificial Fire Outside Kindles Kundalini Fire Inside"
"1033","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Form of Siva-Sakti in Sacrificial Fire"
"1034","Tantra Four","NAVAGUNDAM (NINE SACRIFICIAL PITS)","Kundalini Fire Blazes with Sacrificial Fire"
"1035","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Seek Him Through Inner Fire"
"1036","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Unite in Him Through Kundalini Fire"
"1037","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Celestials Reached Lord Through Jnana Sacrifices"
"1038","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Siva's Form in Sacrificial Fire"
"1039","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","As Sacrificial Fire Blazed High"
"1040","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Sacrificial Fire Pervaded Macrocosm; Kundalini Fire Pervaded Microcosm"
"1041","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Hold Sacrificial Fire As Guru"
"1042","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tend Kundalini Fire and Live Long"
"1043","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Kundalini Fire is Parallel to Sacrificial Fire"
"1044","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Shapes of Nine Sacrificial Pits"
"1045","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","The Inner Meaning of Six-Pointed Chakra"
"1046","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Manifestations of Tiripurai"
"1047","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Blessings of Tiripurai"
"1048","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai Grants Grace and Jnana"
"1049","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai's Form"
"1050","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai as Chandika"
"1051","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai is Seated on Lotus"
"1052","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai is Atom Within Atom"
"1053","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Nothing Except Her"
"1054","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","What the Wise Say of Her"
"1055","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai is Everywhere"
"1056","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai is Power That Sustains"
"1057","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","She is Support for Devotee's Jnana"
"1058","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai Hold Dear in Heart"
"1059","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Paraparai With Ten Faces Creates and Moves All"
"1060","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","Tiripurai is Mistress of World"
"1061","Tantra Four","SAKTI-BHEDA—TIRIPURAI CHAKRA","She Merged in My Heart"
"1062","Tantra Four","BHAIRAVI MANTRA","She is Way to Jnana"
"1063","Tantra Four","BHAIRAVI MANTRA","Adore Her as Siva-Sakti"
"1064","Tantra Four","BHAIRAVI MANTRA","Her Glance Purified My Heart"
"1065","Tantra Four","BHAIRAVI MANTRA","She is Cause of Cause"
"1066","Tantra Four","BHAIRAVI MANTRA","She Holds the Book of Knowledge"
"1067","Tantra Four","BHAIRAVI MANTRA","Adore Her in Song"
"1068","Tantra Four","BHAIRAVI MANTRA","Primal Virgin"
"1069","Tantra Four","BHAIRAVI MANTRA","Chant Her Name and See Past Present and Future"
"1070","Tantra Four","BHAIRAVI MANTRA","She Pervades the Sixteen Kalas"
"1071","Tantra Four","BHAIRAVI MANTRA","Grace Transforms"
"1072","Tantra Four","BHAIRAVI MANTRA","Tiripurai Manifested as Varahi"
"1073","Tantra Four","BHAIRAVI MANTRA","Tiripurai as Creative Force"
"1074","Tantra Four","BHAIRAVI MANTRA","Herself Uncreated, She is Source of Creation"
"1075","Tantra Four","BHAIRAVI MANTRA","Fourteen Mantras"
"1076","Tantra Four","BHAIRAVI MANTRA","Bhairavi is Maha Sakti"
"1077","Tantra Four","BHAIRAVI MANTRA","Meditate on Her and Become Light Radiant"
"1078","Tantra Four","BHAIRAVI MANTRA","Meditate on Her for 27 Days"
"1079","Tantra Four","BHAIRAVI MANTRA","Worship Bhairavi and Be With Siva"
"1080","Tantra Four","BHAIRAVI MANTRA","Worship Bhairavi for 27 Days; Her Trident Blesses"
"1081","Tantra Four","BHAIRAVI MANTRA","Bhairavi's Form"
"1082","Tantra Four","BHAIRAVI MANTRA","Bhairavi Further Described"
"1083","Tantra Four","BHAIRAVI MANTRA","Bhairavi Glows in Rapture"
"1084","Tantra Four","BHAIRAVI MANTRA","How Bhairavi is Seated"
"1085","Tantra Four","BHAIRAVI MANTRA","She Sustains All Worlds"
"1086","Tantra Four","BHAIRAVI MANTRA","She is in Mani Mantra Yoga"
"1087","Tantra Four","BHAIRAVI MANTRA","She is Supreme Cause"
"1088","Tantra Four","BHAIRAVI MANTRA","She is End of Vedas"
"1089","Tantra Four","BHAIRAVI MANTRA","Mudra for Japa"
"1090","Tantra Four","BHAIRAVI MANTRA","Nandi Laid Down Laws of Japa"
"1091","Tantra Four","BHAIRAVI MANTRA","She is in Kundalini Yoga"
"1092","Tantra Four","BHAIRAVI MANTRA","Chant Hridaya Mantra and Sikha Mantra"
"1093","Tantra Four","BHAIRAVI MANTRA","Perform Nyasa, Kavacha and Mudra"
"1094","Tantra Four","BHAIRAVI MANTRA","Sula Mudra"
"1095","Tantra Four","BHAIRAVI MANTRA","Chant ''Sam''"
"1096","Tantra Four","BHAIRAVI MANTRA","Devi is in Conch Mudra"
"1097","Tantra Four","BHAIRAVI MANTRA","She in the Heart of Pure Ones"
"1098","Tantra Four","BHAIRAVI MANTRA","Sakti is Supreme Energy"
"1099","Tantra Four","BHAIRAVI MANTRA","Triple Blessings of Bhairavi"
"1100","Tantra Four","BHAIRAVI MANTRA","She Reveals Siva"
"1101","Tantra Four","BHAIRAVI MANTRA","How She Redeems"
"1102","Tantra Four","BHAIRAVI MANTRA","She Assumes Manifold Forms"
"1103","Tantra Four","BHAIRAVI MANTRA","Adore Her and Be Liberated"
"1104","Tantra Four","BHAIRAVI MANTRA","She Enters the Heart in Endearment"
"1105","Tantra Four","BHAIRAVI MANTRA","She Cleanses the Heart"
"1106","Tantra Four","BHAIRAVI MANTRA","She Slumbers in the Heart"
"1107","Tantra Four","BHAIRAVI MANTRA","She Made Me Slumber No More"
"1108","Tantra Four","BHAIRAVI MANTRA","She Contained Desires"
"1109","Tantra Four","BHAIRAVI MANTRA","She Consoles in Soft Speech"
"1110","Tantra Four","PURNA SAKTI","She is Awesome"
"1111","Tantra Four","PURNA SAKTI","She is Kala Radiant"
"1112","Tantra Four","PURNA SAKTI","She Sought Siva in Mount Meru Within"
"1113","Tantra Four","PURNA SAKTI","She United in Siva in Cranium Cavity"
"1114","Tantra Four","PURNA SAKTI","She is Transcendental End"
"1115","Tantra Four","PURNA SAKTI","She Dispelled Thoughts of Celestial Status"
"1116","Tantra Four","PURNA SAKTI","She Grants Mukti to tried Devotees"
"1117","Tantra Four","PURNA SAKTI","She Stands in Mind, Heart and Intellect"
"1118","Tantra Four","PURNA SAKTI","The Virgin Bore the Five Gods"
"1119","Tantra Four","PURNA SAKTI","Truth is Bliss"
"1120","Tantra Four","PURNA SAKTI","She Blossoms in Prayerful Heart"
"1121","Tantra Four","PURNA SAKTI","She is Kindred of Jiva"
"1122","Tantra Four","PURNA SAKTI","She Severs Karma"
"1123","Tantra Four","PURNA SAKTI","She is Beginningless"
"1124","Tantra Four","PURNA SAKTI","She is of Kalas Twelve"
"1125","Tantra Four","PURNA SAKTI","I Measured All"
"1126","Tantra Four","PURNA SAKTI","Meditate on Muladhara"
"1127","Tantra Four","PURNA SAKTI","Indriya, Jiva, Siva and Sakti — All United"
"1128","Tantra Four","PURNA SAKTI","How United"
"1129","Tantra Four","PURNA SAKTI","Siva and Sakti are the Real Father and Mother"
"1130","Tantra Four","PURNA SAKTI","The Mother of Jnana Decides Life-Span"
"1131","Tantra Four","PURNA SAKTI","When Egoity Disappears"
"1132","Tantra Four","PURNA SAKTI","She Illumines the Moon Within"
"1133","Tantra Four","PURNA SAKTI","When Grace Dawns Jnana Arises"
"1134","Tantra Four","PURNA SAKTI","Seek Her and Transcend Time and Age"
"1135","Tantra Four","PURNA SAKTI","Beyond Bindu and Nada, She is"
"1136","Tantra Four","PURNA SAKTI","Parasakti Evolves into Jnana and Ichcha"
"1137","Tantra Four","PURNA SAKTI","Siva Was One With Sakti in Primal Act of Creation"
"1138","Tantra Four","PURNA SAKTI","Sakti Devolves into Bindu and Nada"
"1139","Tantra Four","PURNA SAKTI","Sakti is in Siva and in Jiva"
"1140","Tantra Four","PURNA SAKTI","The Yogis See Lord"
"1141","Tantra Four","SUPPORT-SUPPORTED","She is on the Flower of Cosmos and Flower of Heart"
"1142","Tantra Four","SUPPORT-SUPPORTED","Worlds Move in Sakti's Way"
"1143","Tantra Four","SUPPORT-SUPPORTED","Sakti is Kundalini Within"
"1144","Tantra Four","SUPPORT-SUPPORTED","Lotuses of Sakti"
"1145","Tantra Four","SUPPORT-SUPPORTED","Sakti Pervades All Adharas"
"1146","Tantra Four","SUPPORT-SUPPORTED","As Prana Reaches Sakti in Ajna Ambrosia Flows"
"1147","Tantra Four","SUPPORT-SUPPORTED","Sakti Daily Prays to the Lord"
"1148","Tantra Four","SUPPORT-SUPPORTED","Sakti's Pervasiveness"
"1149","Tantra Four","SUPPORT-SUPPORTED","Sakti's Omnipotence"
"1150","Tantra Four","SUPPORT-SUPPORTED","She Drives Away Death"
"1151","Tantra Four","SUPPORT-SUPPORTED","She Uproots Karmas"
"1152","Tantra Four","SUPPORT-SUPPORTED","She Dispels Illusory Fame"
"1153","Tantra Four","SUPPORT-SUPPORTED","She Created All Life"
"1154","Tantra Four","SUPPORT-SUPPORTED","Siva and Sakti Together Grant Grace and Liberation"
"1155","Tantra Four","SUPPORT-SUPPORTED","Sakti is the Support of Adharas"
"1156","Tantra Four","SUPPORT-SUPPORTED","Sakti is Support-All"
"1157","Tantra Four","SUPPORT-SUPPORTED","Follow The Mother of Divine Light"
"1158","Tantra Four","SUPPORT-SUPPORTED","Siva Arises in Sakti"
"1159","Tantra Four","SUPPORT-SUPPORTED","From Female Arises Male"
"1160","Tantra Four","SUPPORT-SUPPORTED","As Siva-Sakti She is in My Heart"
"1161","Tantra Four","SUPPORT-SUPPORTED","Siva-Sakti is Support-All"
"1162","Tantra Four","SUPPORT-SUPPORTED","Siva Stood Entwined With Sakti"
"1163","Tantra Four","SUPPORT-SUPPORTED","She Entered My Sentience"
"1164","Tantra Four","SUPPORT-SUPPORTED","She is of Unconquerable Powers"
"1165","Tantra Four","SUPPORT-SUPPORTED","He is All"
"1166","Tantra Four","SUPPORT-SUPPORTED","The Humans Who Reach Her are Above Gods"
"1167","Tantra Four","SUPPORT-SUPPORTED","Omniscience and Omnipresence of Sakti"
"1168","Tantra Four","SUPPORT-SUPPORTED","Parasakti is in the Cranium"
"1169","Tantra Four","SUPPORT-SUPPORTED","She is Multiformed, Praised in Vyamala Agama"
"1170","Tantra Four","SUPPORT-SUPPORTED","She is Kriya Sakti, Bhoga Sakti and Parasakti"
"1171","Tantra Four","SUPPORT-SUPPORTED","Sakti's Union in Bhoga was Yoga"
"1172","Tantra Four","SUPPORT-SUPPORTED","Yoga Sakti Described"
"1173","Tantra Four","SUPPORT-SUPPORTED","In Siva-Sakti Union Maya, Bindu and Nada Arise"
"1174","Tantra Four","SUPPORT-SUPPORTED","Further Evolutes of Sakti"
"1175","Tantra Four","SUPPORT-SUPPORTED","Worship of Vidya Chakra"
"1176","Tantra Four","SUPPORT-SUPPORTED","She is Pervasive All"
"1177","Tantra Four","SUPPORT-SUPPORTED","Universe is Her Abode"
"1178","Tantra Four","SUPPORT-SUPPORTED","Sakti is Mother, Daughter and Spouse"
"1179","Tantra Four","SUPPORT-SUPPORTED","She is Cause and Caused"
"1180","Tantra Four","SUPPORT-SUPPORTED","She is Eternal"
"1181","Tantra Four","SUPPORT-SUPPORTED","She is Non-separate From Siva"
"1182","Tantra Four","SUPPORT-SUPPORTED","She is Jnana in Jiva"
"1183","Tantra Four","SUPPORT-SUPPORTED","She Drew Me into Divine Rapture"
"1184","Tantra Four","SUPPORT-SUPPORTED","Bhoga Maha Sakti Confers Grace From Within"
"1185","Tantra Four","SUPPORT-SUPPORTED","She Entered in Union Wondrous and Abiding"
"1186","Tantra Four","SUPPORT-SUPPORTED","Adore Her and Vanquish Fate"
"1187","Tantra Four","SUPPORT-SUPPORTED","She Ascends the Three Spheres"
"1188","Tantra Four","SUPPORT-SUPPORTED","Nada Arises in Moon's Sphere and Reaches the Heart Centre"
"1189","Tantra Four","SUPPORT-SUPPORTED","She Abides in Moon's Sphere, Changeless"
"1190","Tantra Four","SUPPORT-SUPPORTED","There She Abides"
"1191","Tantra Four","SUPPORT-SUPPORTED","In Siva-Sakti Union Arose the Five Gods"
"1192","Tantra Four","SUPPORT-SUPPORTED","Kundalini Subsides in Sakti"
"1193","Tantra Four","SUPPORT-SUPPORTED","Piercing Chakras, Primal Mantra Arises"
"1194","Tantra Four","SUPPORT-SUPPORTED","Sakti's Attributes"
"1195","Tantra Four","SUPPORT-SUPPORTED","She Pervades the Three Spheres"
"1196","Tantra Four","SUPPORT-SUPPORTED","She is the Vine from Visuddha to Sahasrara"
"1197","Tantra Four","SUPPORT-SUPPORTED","When Ambrosia Flows"
"1198","Tantra Four","SUPPORT-SUPPORTED","How Yoga Sakti was Seated"
"1199","Tantra Four","SUPPORT-SUPPORTED","Yoga True Path to Mukti"
"1200","Tantra Four","SUPPORT-SUPPORTED","On Whom She Confers Her Grace"
"1201","Tantra Four","SUPPORT-SUPPORTED","Way to Enter Samadhi"
"1202","Tantra Four","SUPPORT-SUPPORTED","In Samadhi, Sakti is in Moon's Sphere"
"1203","Tantra Four","SUPPORT-SUPPORTED","Reach Siva Through Adhara Sakti"
"1204","Tantra Four","SUPPORT-SUPPORTED","Conquer Karmas By Devotion to Sakti"
"1205","Tantra Four","SUPPORT-SUPPORTED","Worship Sakti and Attain Siva's Attributes"
"1206","Tantra Four","SUPPORT-SUPPORTED","In Loving Constancy Reach Sakti"
"1207","Tantra Four","SUPPORT-SUPPORTED","Meet Her Through Sushumna"
"1208","Tantra Four","SUPPORT-SUPPORTED","All Gods Beseech Her"
"1209","Tantra Four","SUPPORT-SUPPORTED","She Dances as Jnana in Sushumna"
"1210","Tantra Four","SUPPORT-SUPPORTED","Pervasiveness of SivaSakti"
"1211","Tantra Four","SUPPORT-SUPPORTED","Sakti With Siva in Sahasrara"
"1212","Tantra Four","SUPPORT-SUPPORTED","Worship Sakti in Yoga Way"
"1213","Tantra Four","SUPPORT-SUPPORTED","Chant Na Ma Si Va"
"1214","Tantra Four","SUPPORT-SUPPORTED","She is Immanent as Kala"
"1215","Tantra Four","SUPPORT-SUPPORTED","She is Immanent in All"
"1216","Tantra Four","SUPPORT-SUPPORTED","She is Pervasive Everywhere"
"1217","Tantra Four","SUPPORT-SUPPORTED","She is Siva's Half"
"1218","Tantra Four","SUPPORT-SUPPORTED","She Stood Beyond Tattvas Thirty-Six"
"1219","Tantra Four","SUPPORT-SUPPORTED","She Created Kala Beings"
"1220","Tantra Four","SUPPORT-SUPPORTED","She Dwells in Adharas"
"1221","Tantra Four","SUPPORT-SUPPORTED","The Adharas Get Enlivened"
"1222","Tantra Four","SUPPORT-SUPPORTED","Sakti Blesses"
"1223","Tantra Four","SUPPORT-SUPPORTED","Sakti Appears in Eye-Brow Centre"
"1224","Tantra Four","SUPPORT-SUPPORTED","She is Paraparai"
"1225","Tantra Four","SUPPORT-SUPPORTED","Her Blessing Leads to Union in Siva"
"1226","Tantra Four","SUPPORT-SUPPORTED","Meditate on Aum in Cranium Top"
"1227","Tantra Four","SUPPORT-SUPPORTED","She Appears as Wisdom Subtle"
"1228","Tantra Four","SUPPORT-SUPPORTED","Jnana Way is True Way"
"1229","Tantra Four","SUPPORT-SUPPORTED","Sakti is Mistress of Sanmarga"
"1230","Tantra Four","SUPPORT-SUPPORTED","Source — Knowledge of Mukti"
"1231","Tantra Four","SUPPORT-SUPPORTED","Seek Sakti and Conquer Fate"
"1232","Tantra Four","SUPPORT-SUPPORTED","She is Conqueror Supreme"
"1233","Tantra Four","SUPPORT-SUPPORTED","Sakti and Siva are in Letters Fifty-One"
"1234","Tantra Four","SUPPORT-SUPPORTED","Jnana Through Letters Fifty-One"
"1235","Tantra Four","SUPPORT-SUPPORTED","She Stood as Ambrosia in Sahasrara"
"1236","Tantra Four","SUPPORT-SUPPORTED","She is Stellar Brilliance"
"1237","Tantra Four","SUPPORT-SUPPORTED","Meet Sakti and Attain Jnana"
"1238","Tantra Four","SUPPORT-SUPPORTED","She Appears in the Form Conceived by Devotees"
"1239","Tantra Four","SUPPORT-SUPPORTED","She Transcends Human Knowledge"
"1240","Tantra Four","EROL] CHAKRAM (CHAKRA OF SUPREME LIGHT)","Leave Her Not"
